   5.1400000002044898E-006   1.3289674222495200E-017
   5.1849999984312538E-006   1.3315313777169186E-017
   5.2299999996790888E-006   1.3341015097132861E-017
   5.2750000009269237E-006   1.3366776999262334E-017
   5.3199999991536886E-006   1.3392598381429059E-017
   5.3650000004015244E-006   1.3418478156489646E-017
   5.4099999986282876E-006   1.3444415300982488E-017
   5.4549999998761234E-006   1.3470408804892384E-017
   5.5000000011239584E-006   1.3496457740762900E-017
   5.5449999993507224E-006   1.3522561162495546E-017
   5.5900000005985574E-006   1.3548718242427767E-017
   5.6349999988253214E-006   1.3574928109960068E-017
   5.6800000000731564E-006   1.3601189972770768E-017
   5.7249999982999204E-006   1.3627503055520551E-017
   5.7699999995477554E-006   1.3653866632430608E-017
   5.8150000007955903E-006   1.3680279960827260E-017
   5.8599999990223552E-006   1.3706742372488722E-017
   5.9050000002701902E-006   1.3733253234112883E-017
   5.9499999984969542E-006   1.3759811881796094E-017
   5.9949999997447892E-006   1.3786417720881943E-017
   6.0400000009926241E-006   1.3813070153195714E-017
   6.0849999992193882E-006   1.3839768644975541E-017
   6.1300000004672231E-006   1.3866512633531139E-017
   6.1749999986939880E-006   1.3893301624421969E-017
   6.2199999999418230E-006   1.3920135094624796E-017
   6.2649999981685870E-006   1.3947012563394448E-017
   6.3099999994164220E-006   1.3973933596899215E-017
   6.3550000006642569E-006   1.4000897715565713E-017
   6.3999999988910218E-006   1.4027904504703627E-017
   6.4450000001388568E-006   1.4054953550991326E-017
   6.4899999983656208E-006   1.4082044455287490E-017
   6.5349999996134558E-006   1.4109176833421046E-017
   6.5800000008612907E-006   1.4136350336721340E-017
   6.6249999990880548E-006   1.4163564579166260E-017
   6.6700000003358897E-006   1.4190819230685320E-017
   6.7149999985626546E-006   1.4218113962131887E-017
   6.7599999998104896E-006   1.4245448446103672E-017
   6.8049999980372536E-006   1.4272822401153919E-017
   6.8499999992850886E-006   1.4300235510281425E-017
   6.8950000005329244E-006   1.4327687497238306E-017
   6.9399999987596876E-006   1.4355178075130642E-017
   6.9850000000075234E-006   1.4382706985287116E-017
   7.0299999982342866E-006   1.4410273966390068E-017
   7.0749999994821224E-006   1.4437878785382858E-017
   7.1200000007299573E-006   1.4465521191350678E-017
   7.1649999989567214E-006   1.4493200977654643E-017
   7.2100000002045563E-006   1.4520917898167183E-017
   7.2549999984313212E-006   1.4548671741937077E-017
   7.2999999996791562E-006   1.4576462306698981E-017
   7.3449999979059202E-006   1.4604289420330031E-017
   7.3899999991537552E-006   1.4632152859144723E-017
   7.4350000004015901E-006   1.4660052438611661E-017
   7.4799999986283550E-006   1.4687988005508348E-017
   7.5249999998761891E-006   1.4715959374605402E-017
   7.5699999981029540E-006   1.4743966358827289E-017
   7.6149999993507890E-006   1.4772008825803699E-017
   7.6600000005986231E-006   1.4800086637280702E-017
   7.7049999988253888E-006   1.4828199599428465E-017
   7.7500000000732229E-006   1.4856347620374764E-017
   7.7949999982999870E-006   1.4884530527411008E-017
   7.8399999995478228E-006   1.4912748189952314E-017
   7.8850000007956569E-006   1.4941000502286422E-017
   7.9299999990224226E-006   1.4969287330758248E-017
   7.9750000002702568E-006   1.4997608552130317E-017
   8.0199999984970208E-006   1.5025964056085535E-017
   8.0649999997448566E-006   1.5054353741426892E-017
   8.1099999979716206E-006   1.5082777489553675E-017
   8.1549999992194548E-006   1.5111235203600760E-017
   8.2000000004672906E-006   1.5139726834403197E-017
   8.2449999986940546E-006   1.5168252197587117E-017
   8.2899999999418904E-006   1.5196811276230368E-017
   8.3349999981686544E-006   1.5225403961096527E-017
   8.3799999994164886E-006   1.5254030174530107E-017
   8.4250000006643244E-006   1.5282689845031722E-017
   8.4699999988910884E-006   1.5311382893902076E-017
   8.5150000001389225E-006   1.5340109245074109E-017
   8.5599999983656883E-006   1.5368868810819855E-017
   8.6049999996135224E-006   1.5397661573970860E-017
   8.6499999978402864E-006   1.5426487434635321E-017
   8.6949999990881222E-006   1.5455346360621110E-017
   8.7400000003359563E-006   1.5484238272593052E-017
   8.7849999985627221E-006   1.5513163148710267E-017
   8.8299999998105562E-006   1.5542120904193062E-017
   8.8749999980373202E-006   1.5571111515419330E-017
   8.9199999992851560E-006   1.5600134931695909E-017
   8.9650000005329901E-006   1.5629191113506006E-017
   9.0099999987597542E-006   1.5658280022532320E-017
   9.0550000000075900E-006   1.5687401605524463E-017
   9.0999999982343540E-006   1.5716555852574002E-017
   9.1449999994821898E-006   1.5745742730110494E-017
   9.1899999977089539E-006   1.5774962196396399E-017
   9.2349999989567880E-006   1.5804214229043961E-017
   9.2800000002046238E-006   1.5833498813977071E-017
   9.3249999984313878E-006   1.5862815913422004E-017
   9.3699999996792236E-006   1.5892165517337659E-017
   9.4149999979059877E-006   1.5921547600677276E-017
   9.4599999991538218E-006   1.5950962177284154E-017
   9.5050000004016576E-006   1.5980409182026041E-017
   9.5499999986284216E-006   1.6009888657598530E-017
   9.5949999998762557E-006   1.6039400549744455E-017
   9.6399999981030215E-006   1.6068944884527065E-017
   9.6849999993508556E-006   1.6098521648995104E-017
   9.7299999975776196E-006   1.6128130816315740E-017
   9.7749999988254554E-006   1.6157772423742438E-017
   9.8200000000732895E-006   1.6187446450180803E-017
   9.8649999983000553E-006   1.6217152895030973E-017
   9.9099999995478894E-006   1.6246891781702867E-017
